"date","location","polarity"
2020-02-01,"Alabama",-0.0645628934726119
2020-02-02,"Alabama",0.260045162402093
2020-02-03,"Alabama",0.449694128707051
2020-02-04,"Alabama",-0.592550948262215
2020-02-05,"Alabama",0.133333333333333
2020-02-06,"Alabama",-0.320969786029309
2020-02-07,"Alabama",0.792091818992049
2020-02-08,"Alabama",-0.745180335827172
2020-02-09,"Alabama",0.309190711472183
2020-02-10,"Alabama",0.10913785174489
2020-02-11,"Alabama",0.312121212121212
2020-02-12,"Alabama",0
2020-02-13,"Alabama",0.677185422740877
2020-02-14,"Alabama",0.95945204468444
2020-02-15,"Alabama",-0.771205358672887
2020-02-16,"Alabama",-0.270863026380539
2020-02-17,"Alabama",0
2020-02-18,"Alabama",-0.00499999999999998
2020-02-19,"Alabama",0.920540870167315
2020-02-20,"Alabama",-0.578889447730035
2020-02-21,"Alabama",0.982816044706851
2020-02-22,"Alabama",-0.40375409508124
2020-02-23,"Alabama",0.419320500921458
2020-02-24,"Alabama",-0.307204352226108
2020-02-25,"Alabama",-0.0735497158020735
2020-02-26,"Alabama",0.246666666666667
2020-02-27,"Alabama",0
2020-02-27,"Alabama",0.333333333333333
2020-02-27,"Alabama",-0.0357142857142857
2020-02-28,"Alabama",-0.490376712288707
2020-02-29,"Alabama",-0.636567028705031
2020-03-01,"Alabama",-0.313580298796296
2020-03-02,"Alabama",-0.0628437902778387
2020-03-03,"Alabama",-0.972327975090593
2020-03-04,"Alabama",-0.05
2020-03-05,"Alabama",0.810444379225373
2020-03-06,"Alabama",-0.250700154807419
2020-03-07,"Alabama",0.455709588248283
2020-03-08,"Alabama",0.238618382718414
2020-03-09,"Alabama",-0.0568866692483425
2020-03-10,"Alabama",-0.597217698115855
2020-03-11,"Alabama",-0.0494974921457469
2020-03-12,"Alabama",0.803801173809916
2020-03-13,"Alabama",0.754570073448122
2020-03-14,"Alabama",-0.159143885131925
2020-03-15,"Alabama",-0.808576241601259
2020-03-16,"Alabama",0.823895008768886
2020-03-17,"Alabama",-0.801743883639574
2020-03-18,"Alabama",0.839530500583351
2020-03-19,"Alabama",0.190327737946063
2020-03-20,"Alabama",0.516370675526559
2020-03-21,"Alabama",-0.483202588744462
2020-03-22,"Alabama",0.881418481469154
2020-03-23,"Alabama",0.238837543409318
2020-03-24,"Alabama",-0.0625
2020-03-25,"Alabama",-0.832375250756741
2020-03-26,"Alabama",-0.275291013065726
2020-03-27,"Alabama",0.170478555839509
2020-03-28,"Alabama",-0.494917709380388
2020-03-29,"Alabama",-0.333333333333333
2020-03-30,"Alabama",-0.132250965107232
2020-03-31,"Alabama",0.971804700326174
2020-04-01,"Alabama",-0.0137057960964739
2020-04-02,"Alabama",0.25
2020-04-03,"Alabama",0.1
2020-04-04,"Alabama",0.654675488825887
2020-04-05,"Alabama",0.785415510181338
2020-04-06,"Alabama",0.534801390487701
2020-04-07,"Alabama",0.0666666666666667
2020-04-07,"Alabama",0.244444444444444
2020-04-07,"Alabama",0.244444444444444
2020-04-08,"Alabama",-0.861224449239671
2020-04-09,"Alabama",0.0485868668183684
2020-04-10,"Alabama",0.602541104424745
2020-04-11,"Alabama",-0.977432267740369
2020-04-12,"Alabama",-0.540396981406957
2020-04-13,"Alabama",-0.185987256933004
2020-04-14,"Alabama",0.610525659751147
2020-04-15,"Alabama",0.973323374520987
2020-04-16,"Alabama",-0.279699183534831
2020-04-17,"Alabama",-0.271177824120969
2020-04-18,"Alabama",-0.0395833333333333
2020-04-18,"Alabama",-0.0395833333333333
2020-04-19,"Alabama",-0.966108485125005
2020-04-20,"Alabama",0.881725918035954
2020-04-21,"Alabama",-0.754700851626694
2020-04-22,"Alabama",0.616041895933449
2020-04-23,"Alabama",0.569682084023952
2020-04-24,"Alabama",-0.42344175092876
2020-04-25,"Alabama",-0.723868283908814
2020-04-26,"Alabama",0.65523817576468
2020-04-27,"Alabama",-0.8780746916309
2020-04-28,"Alabama",0.854795369785279
2020-04-29,"Alabama",-0.578817802015692
2020-04-30,"Alabama",0.519296444021165
2020-05-01,"Alabama",0
2020-05-01,"Alabama",0
2020-05-02,"Alabama",-0.247192166745663
2020-05-03,"Alabama",0.707676605321467
2020-05-04,"Alabama",0.122599457856268
2020-05-05,"Alabama",0.433333333333333
2020-05-06,"Alabama",-0.608791379723698
2020-05-07,"Alabama",0.189863171894103
2020-05-08,"Alabama",-0.0151515151515152
2020-05-09,"Alabama",0.0628015138208866
2020-05-10,"Alabama",0.777364723850042
2020-05-11,"Alabama",-0.0612617870792747
2020-05-12,"Alabama",0.472536766435951
2020-05-13,"Alabama",0
2020-05-14,"Alabama",-0.223453569225967
2020-05-15,"Alabama",0.543454051017761
2020-05-16,"Alabama",-0.129332260228693
2020-05-17,"Alabama",-0.47206971840933
2020-05-18,"Alabama",0.391796706710011
2020-05-19,"Alabama",-0.52073418488726
2020-05-20,"Alabama",-0.286834306549281
2020-05-21,"Alabama",0
2020-05-22,"Alabama",0.933488765265793
2020-05-23,"Alabama",0.598674779292196
2020-05-24,"Alabama",0.134077780880034
2020-05-25,"Alabama",0.14659968810156
2020-05-26,"Alabama",0.388184280134737
2020-05-27,"Alabama",-0.480333019513637
2020-05-28,"Alabama",0.517891276627779
2020-05-29,"Alabama",-0.122944190166891
2020-05-30,"Alabama",0.573612240608782
2020-05-31,"Alabama",0.8023028858006
2020-06-01,"Alabama",0.518427447415888
2020-06-02,"Alabama",0.62588704796508
2020-06-03,"Alabama",0.0277777777777778
2020-06-03,"Alabama",0.0922294372294372
2020-06-04,"Alabama",0.193831223528832
2020-06-05,"Alabama",-0.493100829422474
2020-06-06,"Alabama",0.486306205391884
2020-06-07,"Alabama",0.253239363431931
2020-06-08,"Alabama",0.761610763613135
2020-06-09,"Alabama",0.500230966601521
2020-06-10,"Alabama",0.923552641645074
2020-06-11,"Alabama",-0.441970202606171
2020-06-12,"Alabama",0.114596371073276
2020-06-13,"Alabama",-0.275
2020-06-14,"Alabama",-0.397678663954139
2020-06-15,"Alabama",0.36110684229061
2020-06-16,"Alabama",-0.526766065042466
2020-06-17,"Alabama",0.19176913658157
2020-06-18,"Alabama",-0.371808765921742
2020-06-19,"Alabama",0.261354553047568
2020-06-20,"Alabama",0.892615493852645
2020-06-21,"Alabama",0.972619225736707
2020-06-22,"Alabama",-0.48411452723667
2020-06-23,"Alabama",0.801041895523667
2020-06-24,"Alabama",0.35
2020-06-25,"Alabama",0.197792606428266
2020-06-26,"Alabama",0.806986674200743
2020-06-27,"Alabama",0
2020-06-28,"Alabama",0.195043934043497
2020-06-29,"Alabama",0.315037204883993
2020-06-30,"Alabama",0.851167852990329
2020-07-01,"Alabama",-0.0507936507936508
2020-07-01,"Alabama",0.0557539682539683
2020-07-01,"Alabama",-0.165151515151515
2020-07-02,"Alabama",0.0512405931949615
2020-07-03,"Alabama",0.25877628987655
2020-07-04,"Alabama",0.435823842417449
2020-07-05,"Alabama",-0.390782707836479
2020-07-06,"Alabama",-0.348566985689104
2020-07-07,"Alabama",0.382665366400033
2020-07-08,"Alabama",-0.942614119034261
2020-07-09,"Alabama",0.3
2020-07-10,"Alabama",-0.212583388201892
2020-07-11,"Alabama",-0.55929619492963
2020-07-12,"Alabama",0.00208333333333333
2020-07-12,"Alabama",-0.151746031746032
2020-07-13,"Alabama",0.148610741365701
2020-07-14,"Alabama",0
2020-07-15,"Alabama",0.0918692941777408
2020-07-16,"Alabama",0.939210269600153
2020-07-17,"Alabama",-0.179581997916102
2020-07-18,"Alabama",0.897136639803648
2020-07-19,"Alabama",-0.357315241359174
2020-07-20,"Alabama",-0.207207125611603
2020-07-21,"Alabama",-0.569917093031108
2020-07-22,"Alabama",-0.835110625717789
2020-07-23,"Alabama",-0.48736180132255
2020-07-24,"Alabama",-0.30597366951406
2020-07-25,"Alabama",0.0586099037900567
2020-07-26,"Alabama",-0.42756426287815
2020-07-27,"Alabama",0.4
2020-07-28,"Alabama",0.158333333333333
2020-07-29,"Alabama",0.195404491387308
2020-07-30,"Alabama",0
2020-07-31,"Alabama",0.217206904198974
2020-08-01,"Alabama",0.912963323295116
2020-08-02,"Alabama",0.491320055443794
2020-08-03,"Alabama",-0.493582639377564
2020-08-04,"Alabama",0.554375633131713
2020-08-05,"Alabama",0.131316752638668
2020-08-06,"Alabama",-0.928786476142704
2020-08-07,"Alabama",0.0444444444444444
2020-08-08,"Alabama",0.280002871062607
2020-08-09,"Alabama",0.19375
2020-08-09,"Alabama",0.19375
2020-08-10,"Alabama",0
2020-08-10,"Alabama",0.3
2020-08-10,"Alabama",0.197222222222222
2020-08-11,"Alabama",0.101692441385239
2020-08-12,"Alabama",-0.11420374084264
2020-08-13,"Alabama",0.644388726446778
2020-08-14,"Alabama",0.3
2020-08-14,"Alabama",0.185714285714286
2020-08-15,"Alabama",-0.505292032845318
2020-08-16,"Alabama",0.494228925090283
2020-08-17,"Alabama",-0.869693722110242
2020-08-18,"Alabama",0.441166893579066
2020-08-19,"Alabama",0.229166666666667
2020-08-20,"Alabama",0.65861703036353
2020-08-21,"Alabama",-0.961302411276847
2020-08-22,"Alabama",-0.622009980492294
2020-08-23,"Alabama",0.0869915909133852
2020-08-24,"Alabama",0.2
2020-08-25,"Alabama",-0.0255457926541567
2020-08-26,"Alabama",0.241532284766436
2020-08-27,"Alabama",-0.0976190476190476
2020-08-27,"Alabama",0.0950980392156863
2020-08-28,"Alabama",0.0622220789082348
2020-08-29,"Alabama",-0.0625
2020-08-30,"Alabama",0.322516930755228
2020-08-31,"Alabama",0.625
2020-09-01,"Alabama",0.0487416354008019
2020-09-02,"Alabama",-0.388004325795919
2020-09-03,"Alabama",-0.32517750095576
2020-09-04,"Alabama",0.727870321832597
2020-09-05,"Alabama",-0.313617722596973
2020-09-06,"Alabama",-0.835616644006222
2020-09-07,"Alabama",-0.676447184756398
2020-09-08,"Alabama",0.990758786909282
2020-09-09,"Alabama",-0.384398678317666
2020-09-10,"Alabama",0.35
2020-09-11,"Alabama",-0.651470959186554
2020-09-12,"Alabama",-0.969871810171753
2020-09-13,"Alabama",0.83481953246519
2020-09-14,"Alabama",0.819603224750608
2020-09-15,"Alabama",-0.473607546649873
2020-09-16,"Alabama",-0.668241432867944
2020-09-17,"Alabama",-0.173660714285714
2020-09-17,"Alabama",-0.13538961038961
2020-09-18,"Alabama",0.0626839795149863
2020-09-19,"Alabama",0
2020-09-20,"Alabama",0.160916464868933
2020-09-21,"Alabama",-0.695533648133278
2020-09-22,"Alabama",-0.623362550046295
2020-09-23,"Alabama",-0.159789483528584
2020-09-24,"Alabama",0.522757455706596
2020-09-25,"Alabama",0.651155106723309
2020-09-26,"Alabama",-0.454195486847311
2020-09-27,"Alabama",0.133333333333333
2020-09-27,"Alabama",0
2020-09-28,"Alabama",-0.581729211844504
2020-09-29,"Alabama",0.375
2020-09-29,"Alabama",0.166666666666667
2020-09-30,"Alabama",-0.0723243444226682
2020-10-01,"Alabama",0.12808083742857
2020-10-02,"Alabama",0.605209251400083
2020-10-03,"Alabama",-0.259016547817737
2020-10-04,"Alabama",0
2020-10-04,"Alabama",0
2020-10-04,"Alabama",-0.0857142857142857
2020-10-05,"Alabama",0.333333333333333
2020-10-06,"Alabama",0.182945572305471
2020-10-07,"Alabama",-0.664283178281039
2020-10-08,"Alabama",0.173012590967119
2020-10-09,"Alabama",0.256818181818182
2020-10-09,"Alabama",0.167239858906526
2020-10-09,"Alabama",0
2020-10-10,"Alabama",0.618645491544157
2020-10-11,"Alabama",0.695341071113944
2020-10-12,"Alabama",0.133333333333333
2020-10-13,"Alabama",0.922231270000339
2020-10-14,"Alabama",0.25
2020-10-14,"Alabama",0.25
2020-10-15,"Alabama",0.458333333333333
2020-10-16,"Alabama",0.113636363636364
2020-10-17,"Alabama",0.131060606060606
2020-10-18,"Alabama",-0.635542622301728
2020-02-01,"Alaska",0.6821608687751
2020-02-02,"Alaska",0.283453682437539
2020-02-03,"Alaska",0.674091636668891
2020-02-04,"Alaska",-0.298063786234707
2020-02-05,"Alaska",0.605475466698408
2020-02-06,"Alaska",-0.960169052239507
2020-02-07,"Alaska",-0.30388069851324
2020-02-08,"Alaska",-0.726495826151222
2020-02-09,"Alaska",-0.763462750706822
2020-02-10,"Alaska",-0.447120646480471
2020-02-11,"Alaska",0.828935785684735
2020-02-12,"Alaska",-0.720530566759408
2020-02-13,"Alaska",-0.486708903219551
2020-02-14,"Alaska",0.757543922867626
2020-02-15,"Alaska",-0.745332031976432
2020-02-16,"Alaska",-0.0282320966944098
2020-02-17,"Alaska",0.561086955014616
2020-02-18,"Alaska",-0.837643024045974
2020-02-19,"Alaska",0.61367784999311
2020-02-20,"Alaska",0.0944529385305941
2020-02-21,"Alaska",-0.609100569039583
2020-02-22,"Alaska",0.0277539766393602
2020-02-23,"Alaska",0.727986925281584
2020-02-24,"Alaska",0.931393780745566
2020-02-25,"Alaska",-0.898156875744462
